ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emissions_kg,Column2,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_$,Column1,Delivery_Time_days,Sustainability_Score,Recyclability Score (0-1),Carbon Footprint (kg CO2)
204,Electronics,94.74109686,176.9841836,43.69928768,890.7000561,617.4467594,,204.5671454,53.50551178,701.5055204,,6,49.35,0,396
205,Pharmaceutical,45.17525648,167.7675577,33.96244672,2902.779804,423.9537443,,553.7798679,12.71596183,3657.286035,,10,32.74,1,91
206,Automotive,112.96118,161.1404596,40.03738846,4046.618414,499.7638764,,220.6704535,23.07407698,3498.958421,,8,33.53,1,953
207,Food,175.8597088,457.8145612,13.27292704,3824.788556,861.8200235,,710.6761943,68.18720636,659.6201536,,14,61.61,0,222
208,Automotive,149.1227284,162.2957899,31.61883088,854.109533,373.0041668,,529.1813673,63.67378494,4628.347544,,1,58.74,1,907
209,Pharmaceutical,163.2466181,172.3773768,29.01555317,831.3224017,876.1672006,,210.0427185,34.5449884,2928.66657,,9,33.52,0,419
210,Pharmaceutical,135.1688397,391.7292181,41.80868846,1414.054402,133.7277094,,773.6366402,36.37674394,1945.882501,,13,53.56,0,59
211,Automotive,141.5325473,252.3829291,45.39826596,1869.266159,787.9585153,,462.8558243,47.34881035,3831.385201,,12,34.21,1,463
212,Pharmaceutical,171.3471738,399.5197506,1.595681802,2101.432349,855.1702514,,151.0289163,10.01687033,1435.3542,,1,35.84,1,953
213,Automotive,57.43692168,79.4147709,34.02697603,3430.516362,222.7267702,,538.7830331,26.88710352,3528.847218,,13,46.09,1,355
214,Apparel,102.9907431,269.4070372,3.539954157,377.7341176,458.8292058,,277.2392349,24.5762266,390.6137963,,3,56.33,0,781
215,Automotive,52.02979395,65.12612008,27.89407459,269.8962507,207.2247859,,662.5854163,27.53380627,4229.158581,,12,47.93,0,494
216,Automotive,197.6569215,78.19394155,15.09400372,2020.361758,721.2739225,,672.4754515,66.41340898,2351.220066,,9,60.83,1,282
217,Pharmaceutical,189.3712745,457.896854,16.03205338,3516.102091,558.5803797,,785.2631491,29.57716996,3256.125989,,11,45.11,0,715
218,Pharmaceutical,17.49109416,112.660417,18.29496667,1047.83318,653.5571794,,451.3086717,23.40649254,1261.941535,,5,42.25,0,311
219,Electronics,144.0592828,289.589307,31.44333,3243.371958,236.6626186,,418.4698158,45.29844226,3449.953821,,9,56.07,1,233
220,Electronics,185.7971803,234.9930212,17.36844832,1373.157876,251.1585689,,627.4329238,70.59515255,3906.753324,,9,73,1,414
221,Apparel,44.30931557,206.3044968,36.90225348,4441.821933,89.42245923,,192.7294594,26.89447927,2471.423297,,6,51.06,0,821
222,Electronics,117.9095938,454.9250056,20.82184189,4488.880727,355.9641584,,482.8408597,15.497537,3165.089235,,11,42.41,1,496
223,Automotive,183.9427765,59.82052855,4.349306815,1556.707301,581.7574283,,482.3733201,34.94833151,2390.364434,,1,53.5,0,850
224,Pharmaceutical,16.44973593,348.7053588,39.40423228,1226.969394,865.0381683,,162.631186,62.33562772,4491.638572,,10,40.47,1,895
225,Electronics,142.5098508,483.5274954,15.00215791,2115.389463,683.5810751,,392.5888599,48.54833813,2589.772066,,7,52.59,1,321
226,Electronics,66.4963114,302.0756826,22.2055771,1278.604767,463.6265072,,697.299359,67.17553587,4240.681803,,14,62.32,0,439
227,Apparel,185.6352771,471.5701079,34.58675028,3394.680832,955.4641087,,699.3075354,77.17145033,4046.48988,,6,47.99,0,128
228,Apparel,194.5010666,73.51604568,17.2903517,4147.716954,733.2829405,,169.4663654,65.48637337,2170.423142,,9,59.49,1,13
229,Automotive,189.4106329,238.4569936,3.772697151,3398.151441,933.6569427,,163.5046179,52.26621552,1304.405561,,7,54.01,1,448
230,Pharmaceutical,100.1007012,167.0710059,19.3221313,4139.317192,551.2085746,,283.8868339,44.53391116,2149.194236,,14,53.7,0,191
231,Apparel,173.7881037,378.8694342,47.27798055,2045.261595,295.9590611,,712.3362438,12.80483604,4165.843404,,12,30.28,1,263
232,Electronics,170.4643857,491.5836907,32.44498547,865.9531565,100.185352,,190.2318096,78.90253852,1292.636172,,11,80.88,0,880
233,Pharmaceutical,70.62908992,165.4385281,33.90247828,3715.959642,739.7806089,,603.9977618,36.84367858,2717.29446,,12,37.23,0,459
234,Pharmaceutical,167.4939401,344.3785707,31.98182553,1866.325075,165.2378481,,170.8159337,20.65597497,4069.26439,,13,44.44,0,596
235,Electronics,17.0314506,139.1439347,10.75061481,3389.227044,337.6363719,,536.1964976,56.66961988,1896.691881,,4,70.11,0,366
236,Apparel,123.2912769,304.3986146,21.49835934,1426.155316,555.8473625,,349.2471094,29.90018024,3282.606258,,7,43.11,0,627
237,Electronics,53.70167908,258.769619,37.79605012,498.0252106,586.1957584,,652.2397741,51.00447897,1379.031555,,2,50.04,0,569
238,Pharmaceutical,32.9077083,487.4023983,5.96727198,4963.650798,620.5540371,,263.5833142,51.07375355,724.5413378,,6,63.08,1,220
239,Food,24.62110831,323.8372727,14.61478603,865.3873889,207.9425638,,547.4412806,41.20108746,4013.04428,,6,60.49,1,425
240,Food,142.2948674,207.2778674,14.53963631,4943.26287,410.7505346,,264.9777742,68.52830309,675.0493924,,2,74.78,1,854
241,Automotive,74.57624312,101.3431032,22.16892745,4888.67167,636.3345158,,599.5621982,28.54769431,1502.630696,,14,43.31,1,508
242,Electronics,147.7056866,118.0610729,49.03806831,3989.708709,971.3279214,,711.5746242,41.40428141,4304.525226,,4,23.34,1,500
243,Electronics,22.41770475,151.3926185,4.307624788,3331.172514,741.2495808,,188.7612594,47.638449,1863.052578,,8,56.13,1,147
244,Automotive,69.90516419,162.9349976,26.41634872,2931.254546,926.4735692,,706.616982,56.45373045,4870.617678,,8,40.12,0,227
245,Automotive,112.5033456,432.777226,9.788869419,4343.897572,774.1014554,,515.5026781,64.87802954,4902.724807,,13,55.49,0,242
246,Automotive,160.2374013,302.5502547,48.56315073,1518.253656,612.1311204,,188.9773436,37.6365098,1487.724898,,8,38.05,1,812
247,Pharmaceutical,70.56297556,285.5259101,6.551871732,2391.637941,232.4222007,,399.2792988,55.22328609,396.6954668,,8,77.22,1,775
248,Electronics,128.9193615,101.6459923,20.77644912,3135.01085,683.3513693,,212.6022054,20.54276671,3584.303764,,1,34.29,0,562
249,Pharmaceutical,178.3357722,437.062862,37.15636426,2114.833332,642.2105877,,590.2435222,75.28536704,2364.735213,,2,58.78,0,707
250,Automotive,127.0140058,375.2664364,35.52316697,2194.683625,622.3457119,,631.2076941,36.81411645,683.613651,,12,44.16,1,370
251,Electronics,54.2623002,80.45076286,21.71370321,1718.394871,515.2965746,,174.0575642,61.06649954,3596.109531,,4,59.2,0,923
252,Pharmaceutical,14.6361485,368.5257938,17.97968423,2864.735902,552.2237738,,454.2978969,11.42387573,349.6395637,,12,41.25,0,936
253,Pharmaceutical,175.318786,294.5921978,20.48300655,4267.815187,367.7204008,,670.2375392,24.3631,4376.944114,,9,44.2,1,551
254,Automotive,14.04118806,86.77640559,13.94953689,1087.489052,543.347058,,755.3141291,44.0957781,865.5321397,,3,58.44,1,109
255,Electronics,176.1933178,256.2352887,11.061314,4678.72189,237.6781104,,459.4625067,71.47767274,811.097018,,14,82.56,1,437
256,Automotive,110.4980555,268.1133292,24.66894518,3476.529503,814.9156775,,765.1954565,46.9078605,1043.22703,,6,47.05,1,466
257,Electronics,188.4228627,124.5985431,14.15815405,4134.038742,226.488107,,474.9822793,75.09093376,4809.278521,,7,75.47,0,851
258,Food,161.7688148,475.5641662,15.08562158,2825.334394,130.7179754,,375.9333462,43.86578276,3527.212929,,8,64.92,0,552
259,Apparel,199.607481,432.4889172,33.18104711,3919.631837,464.433725,,693.74219,44.33143677,4046.58337,,13,46.87,1,512
260,Apparel,76.63524494,351.0600518,48.45832925,179.381947,675.3920675,,445.0878973,18.3822752,2108.647932,,7,25.33,0,974
261,Apparel,155.7657749,258.0330025,30.57822283,4110.064081,465.8309837,,430.3317574,66.18593709,1814.301092,,3,63.26,1,212
262,Automotive,86.36687359,235.2944937,4.771993886,296.6804095,312.9164254,,443.2187426,27.28757887,1325.523233,,6,59.7,0,1
263,Food,101.1763679,342.9380602,4.703597079,4460.575544,580.2626247,,692.7495013,72.97287426,2507.110536,,5,72.18,1,509
264,Electronics,129.226038,295.4443412,47.61973782,4960.617461,379.6522186,,682.3590792,73.75769542,2848.777921,,13,60.74,0,740
265,Pharmaceutical,175.9986517,78.02289765,15.56724873,1540.930565,936.2243056,,382.4639947,76.03170783,3232.51925,,12,57.24,1,72
266,Electronics,196.9758591,280.6261919,5.511282318,1130.560926,926.5128826,,333.3099019,46.41613424,1434.168819,,10,50.34,1,489
267,Pharmaceutical,155.9719486,412.8816278,30.35318477,3850.280483,527.253229,,444.3496168,57.39656493,4753.539588,,4,51.23,0,778
268,Electronics,89.37568861,256.6579449,31.55879014,1339.829071,361.4897943,,500.9407568,64.4961116,1014.840791,,1,66.75,1,639
269,Food,90.05783043,73.3804599,32.77673619,4341.255678,750.2757933,,266.8360474,19.17102331,4835.135239,,14,24.3,0,257
270,Pharmaceutical,150.1406373,403.8251897,14.10269937,603.9287016,84.87729631,,655.7685593,52.06700365,271.309388,,13,77.3,1,601
271,Automotive,55.3676577,140.613702,1.740423527,717.1804623,501.0305557,,440.537936,12.40085309,2509.403321,,7,45.45,0,150
272,Electronics,30.99008149,166.3793757,48.2857531,4897.84262,369.5072246,,333.8318839,44.82962584,1800.165623,,8,48.41,1,379
273,Electronics,77.37820995,124.117859,13.29375924,3401.810602,924.5090908,,174.7746951,20.83898771,2355.792387,,2,32.66,1,880
274,Pharmaceutical,64.57540841,198.5967792,34.12528811,4249.7474,61.40287591,,267.1916123,22.80460482,2939.189979,,7,50.03,0,718
275,Automotive,66.29854289,390.5381776,35.62486362,1689.213949,575.1741319,,764.4968202,35.55332967,2290.827958,,6,41.69,0,857
276,Automotive,54.3854727,283.7236368,30.89036344,3414.770373,753.630402,,313.5697808,40.27060167,2191.264881,,5,40.79,1,685
277,Food,17.99770603,142.1965734,16.33246232,3011.784954,510.7670881,,218.2015026,53.62206972,3717.072394,,13,57.52,1,437
278,Automotive,13.3960476,445.0235352,14.28371643,3055.435589,131.1328787,,422.4709542,15.20998929,3492.20612,,4,50.97,1,902
279,Automotive,197.667254,445.8118347,30.28574585,3444.409052,973.8383205,,314.9614204,45.25842329,4199.702154,,2,32.9,0,729
280,Automotive,91.27689541,441.7602913,43.43868605,2919.259948,542.1099098,,124.6114752,22.78375912,1399.80311,,10,34.95,0,677
281,Apparel,83.02206296,157.4582951,47.38995272,2202.40561,633.4769321,,326.2016521,50.17826225,3125.736847,,6,40.88,0,242
282,Food,139.1329837,253.0577049,6.189384416,1452.021202,274.7792936,,480.8760368,54.61832286,3008.93497,,5,70.57,1,519
283,Electronics,51.46823869,493.2453453,8.586602017,3866.048521,509.3231809,,486.1986604,48.96964796,1974.741492,,2,61.82,1,51
284,Pharmaceutical,190.492625,397.4056143,47.29207668,1208.734907,457.6920174,,349.5912448,61.68068573,2533.076201,,10,53.13,0,219
285,Electronics,159.4055527,62.22533955,37.09022619,3492.5361,121.1510499,,413.1119294,33.4926471,1706.154288,,7,54.86,1,997
286,Food,26.98809044,79.34206607,44.26669742,1243.330831,150.8523359,,775.8625428,63.55746141,880.8531086,,6,67.78,1,770
287,Pharmaceutical,89.3403474,258.7691196,10.92899907,3164.117833,845.5988936,,364.1439341,40.29369572,1226.245811,,12,47.95,0,694
288,Food,177.0324784,459.1490926,29.79170768,3760.683509,277.8289546,,280.7587693,43.89291488,706.4655027,,11,60.28,1,318
289,Automotive,189.4990842,292.4158091,35.35584013,1171.698056,235.2103579,,270.4269308,55.36714891,3478.733961,,9,59.53,0,156
290,Pharmaceutical,98.80628714,274.0156286,34.32548239,393.7221742,529.6658787,,420.4352289,11.28508688,3371.491487,,11,29.28,1,144
291,Automotive,126.548164,97.46316498,20.99943285,741.7713407,780.3097748,,631.6641041,55.7795955,4762.910584,,10,46.55,0,919
292,Electronics,41.73644976,345.5510471,1.754349693,3069.38514,108.8491927,,244.1917289,53.30096044,3702.456386,,5,75.28,1,687
293,Electronics,198.322039,419.9464223,29.56337678,4262.287391,597.9675237,,596.507289,31.68929817,449.820026,,9,45.18,0,445
294,Pharmaceutical,54.01762326,221.1890034,13.40197542,320.4844241,163.2499207,,114.8048763,16.00559994,4444.376835,,9,48.86,0,753
295,Pharmaceutical,189.1190371,399.0253329,23.06245806,3697.341169,84.63799828,,393.2530846,16.36548149,4340.840782,,13,47.74,1,668
296,Food,133.4328633,484.0144943,47.92146974,1772.461365,100.1067546,,643.1055456,74.62566229,2327.93754,,1,70.49,1,376
297,Food,125.469991,141.6949066,20.55273056,2444.789013,842.4559028,,337.113069,58.24955249,3012.142643,,5,49.61,1,380
298,Automotive,107.4108171,285.498334,42.15027873,4651.411794,162.0738594,,494.615971,18.89718296,4885.175996,,9,37.96,1,761
299,Pharmaceutical,53.82726423,179.2120811,10.23848968,1726.660373,92.89379619,,243.485463,34.97062185,2755.060946,,7,65.09,1,825
300,Electronics,43.54032608,406.7844886,33.9505644,2380.150976,466.0048928,,619.3967738,51.47380957,4545.544776,,6,49.09,1,172
301,Food,51.89237972,309.9170146,48.87334077,167.0438323,851.7937983,,136.5953723,68.49001936,598.5860375,,6,47.94,1,674
302,Food,45.42326981,335.5620879,5.992761943,499.833728,299.2879577,,696.7798514,13.05626501,1117.04897,,11,52.92,1,439
303,Electronics,158.12105,409.0613718,1.407677169,1367.098797,450.6269866,,238.7374705,26.5643192,2315.623729,,7,54.57,1,566
304,Food,76.52379924,228.1867127,22.24555684,236.47598,87.92640594,,712.0786222,72.28242932,3006.83268,,1,78.59,1,661
305,Automotive,20.99010855,461.7905308,5.53864867,3193.739098,476.6245884,,346.7704689,10.64158851,4117.893689,,4,40.57,0,654
306,Pharmaceutical,194.1294997,289.8629903,37.67083313,2189.351948,598.7324266,,605.8785021,24.0979372,4943.658153,,13,29.13,0,28
307,Electronics,177.9193181,121.0796703,45.81288453,2785.911493,592.3617011,,323.4577085,77.13169232,2066.487183,,1,58.34,0,719
308,Pharmaceutical,186.2729338,363.1546032,22.26702766,955.7712109,365.8053576,,734.1381699,52.93812926,427.5950535,,6,65.73,1,595
309,Food,199.0324863,406.9676077,13.67687047,1550.066944,349.7565216,,188.6459879,28.31699566,4045.623216,,14,50.1,1,835
310,Food,43.04009735,192.5427547,22.28576263,3352.739927,151.292438,,224.9638525,14.68937661,3101.027452,,13,47.69,1,471
311,Electronics,85.28598359,435.7306656,36.44894307,4829.983346,398.4584046,,445.1210876,11.97339383,1153.005723,,4,37.15,1,867
312,Automotive,154.0653104,457.7644646,1.443653917,347.0421907,144.5199354,,157.3569073,27.13215557,2575.176592,,1,63.5,1,599
313,Apparel,142.2439174,174.6070193,29.88324548,4462.883172,778.2661475,,237.1861293,71.70400737,3763.089179,,9,53.02,1,859
314,Electronics,39.2402222,492.5846627,31.05129256,2926.717886,967.9605829,,760.6364675,39.1139558,3897.976578,,12,30.3,0,775
315,Apparel,165.0082937,113.3201876,32.2467241,2863.205877,971.5707338,,783.5427628,60.42333584,2598.168378,,4,42.97,1,388
316,Apparel,52.64370865,140.9070508,12.85908192,2551.364823,871.8175444,,363.3815305,74.27995248,1665.029745,,12,62.51,1,557
317,Automotive,52.52534682,132.9011777,35.98858345,440.0310209,620.7525419,,746.3002147,38.56283231,4873.964394,,6,36.52,0,92
318,Apparel,112.0251403,452.2953695,5.47818283,540.3965735,715.8224124,,481.377273,23.38941597,3384.140533,,13,41.26,0,536
319,Apparel,122.6585876,344.4316485,10.76424649,3044.468828,320.9455125,,288.8197261,46.19825516,2159.540093,,7,64.85,1,819
320,Automotive,120.2163795,118.4469275,43.99603229,1770.697,649.2318992,,591.6791048,73.56585809,1546.223476,,8,56.62,0,467
321,Apparel,27.38249911,248.1455383,37.19743439,4594.613526,482.867072,,561.2312646,66.30620899,3709.294318,,12,56.37,0,508
322,Apparel,176.7175639,326.8841113,1.673532147,2092.293633,507.9164728,,792.3877234,14.60808904,1362.480539,,13,48.67,1,532
323,Apparel,60.46400809,87.55883825,13.17043676,802.0791476,769.8877324,,285.5331012,58.48009601,1024.207947,,11,58.83,0,662
324,Electronics,34.60783504,447.0873658,11.50591767,3602.122284,317.8224378,,570.4416519,50.03282657,2743.202667,,9,65.39,1,103
325,Electronics,178.8621352,411.6215909,14.26951007,1537.431765,352.1376311,,136.4166285,73.52242234,1591.939485,,9,77.31,1,146
326,Electronics,191.5737847,277.3430481,13.13042874,2674.804506,928.4097016,,179.5522271,18.57369918,3218.744696,,8,29.74,1,245
327,Automotive,173.8042473,485.2069769,4.063788491,3519.380649,103.4130801,,102.7428625,47.38252792,766.1056394,,10,77.43,1,181
328,Food,163.8080542,237.9924407,23.48808531,4511.294145,511.3525835,,799.6224767,71.56238855,3343.717302,,11,64.36,0,285
329,Apparel,134.4959763,492.8496436,36.90394026,3981.736855,917.1607604,,661.591588,38.70166507,1559.823334,,12,33.95,1,796
330,Apparel,114.6629004,350.5639995,30.72985451,3414.169233,629.8448574,,650.7061103,43.73964424,201.1660853,,12,50.28,1,128
331,Automotive,26.52748438,335.602073,33.97071176,3430.202594,569.0867205,,456.8082527,14.93224744,809.2930768,,14,35.19,0,806
332,Apparel,87.60611048,124.6797029,4.976309748,4735.030756,287.2569703,,310.046958,29.47005483,4681.353814,,3,54.76,0,276
333,Electronics,80.81081823,446.8674912,47.6230448,1549.538078,376.1117146,,205.8849991,32.71546544,4363.302268,,12,37.3,1,773
334,Food,59.35321891,242.3703596,42.08609986,105.4492616,859.445995,,299.2723172,76.15857141,1321.323354,,2,52.82,1,789
335,Pharmaceutical,147.4498216,123.0050326,40.44942561,1432.577341,581.2572252,,363.1798554,29.78671524,3936.185142,,5,33.4,0,347
336,Apparel,104.2163897,55.67338399,41.32620645,1167.66776,539.0050841,,629.4170679,42.26081147,3121.143647,,1,42.19,0,832
337,Electronics,25.39878102,301.8900576,46.7028149,3342.989467,144.6007279,,477.7632522,56.99130965,4860.342615,,3,55.76,1,766
338,Pharmaceutical,51.83480837,287.32983,27.66844434,3205.186839,65.22674863,,154.2385386,21.35283607,1993.307166,,1,53.67,1,980
339,Food,139.8191651,373.7091301,10.81381888,3007.960775,965.5009293,,112.6203063,44.0509671,3471.01094,,13,41.79,1,606
340,Pharmaceutical,24.4648633,450.6161239,31.22239678,179.5928717,408.1368589,,171.6325257,61.69773276,504.9714676,,3,65.11,1,617
341,Electronics,171.7293137,85.73296309,37.40119319,3671.012467,623.052409,,387.3490996,70.67986491,2101.987265,,13,57.48,1,122
342,Pharmaceutical,104.0778401,379.1734207,37.15795227,1685.299021,125.7293195,,753.2350419,53.83814923,4826.324774,,4,58.63,1,409
343,Automotive,101.3114497,134.3353748,26.55100218,3358.774346,698.9585714,,546.1817368,56.83374607,2787.108197,,7,51.25,0,836
344,Pharmaceutical,122.5574791,436.1796739,4.354477247,2827.2343,935.9383733,,661.2781299,18.83984308,1581.821616,,12,36.44,0,326
345,Apparel,166.6893835,418.5785812,19.18453398,1779.381535,596.8819903,,426.4622162,76.20435481,777.300623,,12,70.97,0,732
346,Apparel,76.0837495,293.3571897,46.11756381,759.4237088,169.8095563,,353.1662582,19.28018542,3576.936033,,5,38.94,1,806
347,Automotive,138.823069,369.6092594,29.63799658,562.6525985,602.6354511,,175.8802609,64.2271056,3295.309008,,5,55.59,0,169
348,Electronics,117.4890732,191.4575509,27.37826522,4174.439832,778.0298524,,713.1531155,28.53714252,1994.905825,,13,35.99,0,39
349,Apparel,60.73537133,262.0255545,14.1738222,4600.147956,436.0957097,,648.2120203,75.35152006,4764.518489,,1,69.39,0,801
350,Food,176.9396974,419.736604,19.05399708,3283.961429,885.8458605,,217.6826683,60.39716776,306.5735023,,8,55.39,1,794
351,Apparel,161.5109441,256.6693387,44.87195837,606.8271628,666.2488057,,458.5823947,62.76695991,1657.874488,,13,50.13,0,779
352,Apparel,135.1058486,211.0092194,33.65668933,2069.933363,904.2864724,,441.1623655,25.33414211,4621.133534,,4,22.83,0,982
353,Electronics,171.6105285,272.3956013,39.58196431,3671.802081,642.3300457,,537.5640869,41.01279836,1740.490104,,10,41.92,1,346
354,Pharmaceutical,174.7858982,422.7121636,23.26292573,3921.122332,174.7235734,,762.3308258,53.24692362,1410.813603,,5,69.25,1,494
355,Apparel,144.5889656,200.8436213,31.88211375,679.2712492,344.2071255,,505.8400092,63.89815327,2764.257968,,2,63.34,0,920
356,Automotive,169.0325324,128.1927169,13.17079683,100.1505223,241.7052008,,478.1520867,17.27715631,4154.2484,,12,47.81,1,256
357,Pharmaceutical,142.5195777,370.4063091,35.56758068,3589.471525,913.3851728,,135.2260531,77.36557215,695.1044522,,13,55.66,1,40
358,Food,139.2267466,421.6901957,21.95246535,1847.321262,772.3800639,,144.0352332,72.31544694,4726.499406,,1,54.75,0,198
359,Electronics,127.5361619,95.28686534,22.68473023,1346.958525,692.5784505,,231.1427539,28.92440133,4016.34983,,9,36.58,1,859
360,Food,153.0161615,157.9433507,32.8167939,163.197602,335.9180037,,122.7295402,67.59321701,1070.001227,,2,68.45,1,396
361,Pharmaceutical,40.13497001,113.8873954,46.87775045,2747.467093,224.8425334,,620.3470269,46.28267461,3617.638214,,6,50.41,1,716
362,Pharmaceutical,177.3654442,206.5736352,4.136310984,4270.638604,768.6285336,,606.3312128,42.32645371,2047.801869,,1,52.35,0,467
363,Pharmaceutical,175.6502703,252.6579405,41.41241863,4792.395067,500.4500486,,195.2393641,32.01038741,2131.014455,,1,40.16,1,46
364,Food,15.55698378,386.9718516,15.32677241,2872.150258,264.5000745,,685.2552306,50.66780106,3959.792444,,9,63.35,0,81
365,Pharmaceutical,166.9051826,343.0164132,22.75205327,2620.860506,635.7908793,,208.3502244,61.09223824,4821.367078,,4,52.73,0,825
366,Food,34.48527482,329.4178554,2.07375311,516.7762889,88.31715953,,310.8229109,38.76530335,807.9481897,,9,74.29,0,772
367,Pharmaceutical,73.67258231,208.568726,15.75125781,2789.476728,359.8617414,,274.2838294,54.04534351,2219.025137,,11,65.49,1,487
368,Automotive,151.2665687,428.6513989,25.62893089,1961.897487,495.1291449,,360.614969,58.95190448,2508.519719,,5,59.35,1,667
369,Pharmaceutical,40.54438025,262.0792253,3.75262779,3074.962876,190.5604174,,278.2646361,59.77852719,2006.296721,,7,78.66,1,290
370,Food,165.4137346,490.5972221,25.06369074,2004.759105,985.4217537,,442.2656485,13.63762687,1943.307794,,1,23.34,1,734
371,Apparel,168.1054938,335.3639622,46.42842081,1277.465705,248.6424964,,385.1855169,70.1823464,450.8896043,,6,68.16,1,997
372,Pharmaceutical,106.4188694,106.8191337,6.164267687,565.3298486,173.8354735,,790.5986435,42.07773203,3490.585379,,8,66.38,0,912
373,Apparel,11.21331563,354.2799029,38.45759568,1643.100378,243.3581302,,139.1484451,28.36912572,2293.829202,,14,46.91,1,566
374,Automotive,64.5372453,196.2968069,21.07388162,573.559688,780.6080765,,199.5269635,26.92351552,1135.010253,,1,39.34,1,342
375,Electronics,127.2161145,358.8472385,33.10351201,966.795059,454.2303763,,136.9781257,43.8109879,4116.960811,,9,46.8,0,775
376,Automotive,196.4253738,81.33851667,13.7515933,4937.947177,587.1451428,,538.0888365,72.07820776,4052.291591,,3,64.82,0,743
377,Pharmaceutical,130.0445701,128.6966467,8.815120865,2276.107429,69.95869914,,138.1564942,36.48433072,2534.679815,,1,67.55,0,516
378,Apparel,59.3626804,435.0817665,8.862668099,2706.171656,82.70974314,,685.5078162,62.48080227,1632.563174,,1,81.95,0,420
379,Apparel,130.4610836,152.2308007,4.454105337,4380.730791,473.5342723,,458.3570415,16.77731117,3262.845084,,13,45.88,1,48
380,Food,112.5972221,426.6685064,10.09668854,4978.287612,825.822481,,468.9053372,43.32396915,1583.130252,,14,49.68,1,734
381,Apparel,158.1706251,175.6742398,33.54674986,2955.300802,890.9769348,,493.1161554,79.41802983,1332.838066,,11,56.9,1,667
382,Food,30.32632138,339.2968595,44.20283998,4081.121723,132.3712392,,219.5695944,63.9306462,3706.470339,,6,62.9,1,574
383,Electronics,154.5953015,362.3677581,40.89215859,1702.011019,561.444947,,238.3832122,24.73699419,393.5611507,,11,38.38,1,543
384,Pharmaceutical,112.8406499,280.6946389,34.57158118,1598.145391,917.568202,,323.172126,45.10090316,654.888661,,6,39.88,1,267
385,Food,192.9684807,187.3898045,6.411161307,2073.248233,418.5741167,,515.4474911,26.35373346,232.5832353,,1,57.59,1,68
386,Electronics,74.95571155,145.6899694,15.17018487,3395.285587,838.0875399,,247.0824432,38.66926491,934.1272951,,14,46.26,1,925
387,Apparel,130.1981597,64.93520955,16.18053689,3442.739277,177.0108717,,181.432209,64.60588166,531.1520418,,14,79.46,0,698
388,Apparel,187.08534,186.7758806,13.24789037,1644.67323,938.6247652,,779.0818205,63.98573707,4979.851365,,3,48.58,1,616
389,Electronics,29.47684832,343.9232557,26.23527733,752.7286283,763.8521517,,115.3872704,25.96702645,1586.287856,,7,36.4,1,771
390,Apparel,188.0734126,472.2371683,27.24213693,3198.741657,944.2676731,,661.8881837,74.55563227,916.4864608,,10,56.22,0,592
391,Electronics,140.6982872,442.042017,18.48741278,728.7967247,692.7863719,,651.6246047,51.47977279,1356.782038,,3,54.85,0,80
392,Food,22.88904123,394.7291494,18.33566878,2934.61329,395.2337354,,308.0498797,36.59470037,4693.402743,,3,49.72,1,793
393,Food,67.18307772,404.8013045,41.5992243,3497.768427,941.2721139,,194.9386312,45.13549065,2696.769071,,3,32.3,1,854
394,Electronics,144.5526968,349.2432066,39.67534957,3532.996332,311.7884375,,201.9400527,52.35498774,1951.126862,,12,57.05,0,162
395,Food,22.79661428,167.1290859,16.08199575,3792.013342,365.563896,,588.2021321,49.19233723,4392.278998,,7,58.41,1,681
396,Food,120.6123874,458.2377638,45.77563375,4377.011166,715.7679971,,549.9646138,44.04835249,2095.953299,,4,38.05,0,886
397,Food,75.71778082,351.8295404,47.68793583,2549.799061,777.0504845,,647.921972,45.34529629,1808.041136,,4,36.67,0,225
398,Automotive,127.9739484,302.1982839,17.01038456,3678.221029,932.9333097,,756.2368207,22.34883373,1194.956108,,3,33.99,1,567
399,Pharmaceutical,18.69098642,99.94526115,18.36682249,3133.946403,244.5622886,,584.3491543,66.8913033,2013.424755,,10,74.74,0,946
400,Apparel,175.5919932,251.1749947,25.77607352,1014.535705,808.0981335,,209.0960756,47.9232224,1720.084909,,11,45.97,0,297
401,Automotive,194.9629041,257.161222,47.11491981,225.8792599,751.6187507,,270.4098317,19.17559032,3451.059005,,9,21.29,1,872
402,Food,194.0867925,439.0536243,43.93965222,1494.25279,110.6048284,,689.5356116,63.63099711,1589.996982,,2,67.74,1,910
403,Electronics,152.433848,295.9916991,6.025830167,2270.865161,417.8619841,,246.5142531,75.27107849,2970.558783,,4,76.75,0,636
404,Food,34.71638562,221.180247,20.24380642,3123.819128,318.6271842,,150.7656219,76.31148295,516.2823922,,8,79.47,0,879
405,Pharmaceutical,154.0700072,489.5601478,28.1151883,4264.800719,339.2659031,,592.2960378,35.83124127,1118.187952,,6,54.26,0,905
406,Food,14.67151413,99.824267,25.65349116,1061.604012,983.7995356,,381.7684488,19.48618115,2155.545304,,14,25.66,0,192
407,Electronics,14.20347479,240.1467927,10.49929033,715.1939705,660.6385428,,744.0280368,46.28797386,4697.356419,,7,49.73,0,44
408,Pharmaceutical,71.48594164,68.91110383,43.08202179,4821.051743,731.7923499,,555.1785498,17.88264605,2010.809531,,13,25.73,0,36
409,Food,102.8422062,382.9568543,34.17009837,629.4183409,977.7867554,,163.2932845,75.3791193,3387.555782,,7,47.91,1,525
