company_id,company_name,industry,employees,annual_revenue,energy_consumption,water_consumption,waste_generated,recycling_rate,renewable_energy,transport_emissions,carbon_emissions,sustainability_score
253,Company_0253,Hospitality,47,12882638.31,439371.18,8057.68,88.18,16.72,92.09,974.44,704.63,24.53
254,Company_0254,Retail,163,14033782.46,589367.53,42400.17,62.62,17.33,43.45,456.1,418.22,29.42
255,Company_0255,Logistics,66,450766.44,127025.2,1061.85,498.93,39.47,51.72,823.39,595.44,22.92
256,Company_0256,Healthcare,380,17751012.24,621715.63,1953.13,808.07,33.12,6.39,713.76,693.36,0.56
257,Company_0257,Construction,266,7330453.13,409695.8,28560.86,370.85,31.68,10.29,576.04,489.22,18.17
258,Company_0258,Manufacturing,27,17202042.38,29584.7,2776.09,367.16,88.22,17.9,960.54,638.09,32.17
259,Company_0259,Hospitality,119,6571679.89,344680.15,36154.25,274.9,16.62,37.28,504.53,412.08,24.36
260,Company_0260,Manufacturing,493,8138311.97,704053.17,43368.6,774.66,36.41,8.64,459.46,560.51,11.04
261,Company_0261,Healthcare,383,12529806.97,381862.82,29788.7,495.89,75.67,19.54,900.94,695.2,19.32
262,Company_0262,Manufacturing,482,8318714.97,201738.24,17647.97,840.38,84.56,95.1,6.45,167.22,64.78
263,Company_0263,Healthcare,58,4262848.58,786830.28,21280.88,961.38,92.67,14.24,283.43,510.09,25.81
264,Company_0264,Hospitality,363,17932443.21,377597.26,37521.02,582.87,52.96,63.72,397.38,408.42,33.9
265,Company_0265,Logistics,126,5975185.28,683712.69,46339.08,395.99,80.71,32.63,455.49,498.95,41.24
266,Company_0266,Logistics,404,15448903.08,104998.81,5730.06,452.32,36.69,12.07,361.5,295.59,30.67
267,Company_0267,Construction,140,17079147.28,90528.29,40476.05,307.69,69.9,60.33,218.95,183.02,53.03
268,Company_0268,Agriculture,500,7243706.56,420498.55,34020.58,263.87,94.21,3.11,407.37,380.08,44.35
269,Company_0269,Agriculture,53,9348456.33,647039.47,7419.76,16.9,80.58,98.26,135.06,228.86,66.87
270,Company_0270,Retail,303,11805151.29,735594.29,4211.87,997.18,26.81,64.6,810.25,817.79,9.74
271,Company_0271,Technology,67,1045387.12,379576.04,8815.47,576.01,79.84,39.5,34.33,188.23,47.98
272,Company_0272,Agriculture,470,3905592.05,238286.55,44229.48,39.48,62.63,24.58,298.63,236.43,48.77
273,Company_0273,Manufacturing,49,5739564.55,127044.09,10373.16,885.23,54.69,63.08,803.16,630.54,28.59
274,Company_0274,Technology,250,10981452.56,398050,45677.51,504.88,43.01,17.98,322.28,364.23,33.78
275,Company_0275,Healthcare,34,16211346.89,387913.82,18192.93,586.07,29.78,15.96,251.62,331.04,27.1
276,Company_0276,Manufacturing,396,19928562.56,191141.04,42402,798.4,40.16,83.92,845.99,671.62,24.19
277,Company_0277,Technology,472,11912937.4,568693.25,17908.27,569.81,22.08,94.84,837.51,713.94,26.37
278,Company_0278,Healthcare,94,9910641.12,90400.75,12014.86,222.71,54.75,0.07,918.31,602.96,17.07
279,Company_0279,Logistics,475,16088004,697209.34,3448.02,151.97,69.9,14.17,115.37,255.79,44.27
280,Company_0280,Retail,196,14149852.59,536468.85,29507.82,339.88,37.42,97.59,733.69,616.58,35.19
281,Company_0281,Construction,337,6482211.19,571602.68,28317.88,890.15,62.17,35.68,667.2,660.45,17.31
282,Company_0282,Healthcare,70,3718624.11,21402.37,35249.42,574.97,82.31,77.08,569.65,429.74,45.5
283,Company_0283,Agriculture,332,11397894.87,750616.48,7461.85,746.62,30.23,98.24,172.05,385.17,34.5
284,Company_0284,Technology,233,425633.28,183553.74,34812.22,353.73,76.9,72.04,52.91,121.93,62.31
285,Company_0285,Logistics,457,8397579.44,707781.11,17885.94,378.47,80.45,78.87,580.17,566.65,40.08
286,Company_0286,Construction,42,16024052.4,46061.97,1493.86,264.82,18.9,34.18,888.49,581.11,14.95
287,Company_0287,Retail,178,11961804.77,498642.89,24395.47,35.84,90.11,16.5,890.3,661.07,28.34
288,Company_0288,Agriculture,102,8303741.34,452207.7,46315.89,542.42,66.15,29.74,100.44,246.82,43.86
289,Company_0289,Construction,83,1279196.06,22976.15,4837.6,824.78,63.13,48.03,101.5,186.22,47.15
290,Company_0290,Retail,247,16906627.67,260515.65,20174.63,491.65,66.19,9.11,546.41,463.02,32.93
291,Company_0291,Technology,100,9026350.36,225370.85,23520.37,230.11,32.83,6.16,753.47,529.59,15.94
292,Company_0292,Technology,418,10920690.32,777150.32,29691.46,555.83,81.47,81.84,421.54,519.88,47.46
293,Company_0293,Construction,298,17656746.61,391484.58,4408.27,903.26,70.72,50.21,900.95,757.92,20.31
294,Company_0294,Logistics,66,18995245.37,370250.99,47478.54,171.33,28.01,19.27,47.46,145.17,43.29
295,Company_0295,Agriculture,426,12619079,670604.33,13265.37,911.25,87.7,6.7,391.16,531.09,23.58
296,Company_0296,Healthcare,271,9271512.19,701303.68,39434.26,624.94,54.42,41.96,417.37,516.52,29.24
297,Company_0297,Retail,478,2291569.44,628044.86,39394.41,868.14,84.81,87.79,267.82,434.83,46.89
298,Company_0298,Construction,24,3609554.62,334319.69,31103.1,682.41,44.15,39.58,879.56,699.87,10.92
299,Company_0299,Construction,476,5517970.23,310503.74,17224.37,794.68,36.43,84.28,858.94,698.49,25.83
300,Company_0300,Agriculture,73,6149512.86,600104.44,38814.53,324.26,71.95,60.5,93.84,246.13,57.86
301,Company_0301,Hospitality,384,9792314.53,422871.11,19008.56,60.92,77.28,6.56,711.02,533.4,36.01
302,Company_0302,Manufacturing,93,4016716.25,669685.35,41930.35,253.24,48.8,91.8,706.11,623.59,39.45
303,Company_0303,Hospitality,330,18476856.65,551316,12475.94,491.34,47.92,96.05,477.21,486.83,39.15
304,Company_0304,Healthcare,388,16651229.99,90505.7,1858.8,54.4,82.57,77.98,218.25,157.31,64.94
305,Company_0305,Agriculture,142,13101429.19,420359.36,43299.18,967.3,67.99,47.41,136.65,328.71,40.96
306,Company_0306,Agriculture,134,12245208.88,755543.88,35780.65,710.82,33.41,89.55,852.33,797.73,14.67
307,Company_0307,Healthcare,351,10508630.39,506412.76,29432.11,12.31,94.95,96.65,840.18,621.33,52.78
308,Company_0308,Healthcare,157,13751380.09,395755.97,17146.04,280.1,37.64,27.69,657.84,516.61,27.13
309,Company_0309,Agriculture,81,10442412.99,207435.62,3310.35,858.03,78.85,40.41,322.99,371.56,33.75
310,Company_0310,Construction,156,5336640.2,346481.24,19719.61,40.14,70.19,57.2,193.97,194.49,55.98
311,Company_0311,Construction,469,18825225.5,299627.76,15359.64,174.14,65.9,55.82,297.32,270,54.37
312,Company_0312,Logistics,489,13658304.91,281793.32,4920.34,358.51,73.26,30.71,789.15,591.09,28.03
313,Company_0313,Healthcare,242,17054034.99,387018.52,43386.47,585.66,90.27,7.12,889.98,708.58,24.92
314,Company_0314,Hospitality,276,6107443.93,62168.34,42784.87,141.68,27.03,40.92,571.56,361.6,34.67
315,Company_0315,Technology,446,14370235.43,627574.12,24635.25,632.88,25.03,63.45,9.69,252.17,41.04
316,Company_0316,Logistics,300,15336777.98,401870.13,38296.67,92.6,62.23,63.35,406.38,338.88,48.96
317,Company_0317,Manufacturing,278,4148402.17,311019.1,1196.82,325.6,80.82,19.06,678.36,521.08,31.38
318,Company_0318,Technology,164,2752829.85,319169.37,29639.2,171.19,80.03,29.82,294.37,267.54,51.42
319,Company_0319,Technology,227,17781886.07,796468.48,17465.28,901.88,40.54,18.84,948.34,885.04,0
320,Company_0320,Agriculture,119,14597942.8,122340.51,36836.79,591.74,24.36,36.66,652.29,509.97,24.29
321,Company_0321,Healthcare,399,10787722,57897.83,49736.67,663.66,65.55,1.97,691.3,520.47,21.26
322,Company_0322,Healthcare,247,14096990.65,180286.03,34444.13,14.26,45.77,10.1,522.71,348.38,37.87
323,Company_0323,Hospitality,430,17992714.12,419036.13,31076.05,286.29,76.7,49.77,610.96,498.72,43.93
324,Company_0324,Agriculture,188,14128047.65,250373.94,2450.58,498.87,27.65,93.31,333.95,337.74,44.17
325,Company_0325,Retail,432,11568224.75,405401.14,47497.58,780.63,16.38,72.36,905.26,748.71,10.94
326,Company_0326,Healthcare,140,9392691.67,97850.95,9147.74,44.25,34.7,80.16,316.14,206.01,49.8
327,Company_0327,Manufacturing,9,17069574.76,537416.92,8940.36,360.74,47.21,62.18,879.08,714.05,27.18
328,Company_0328,Logistics,63,8135394.78,770601.75,13955.74,388.79,82.31,79.99,650.6,625.39,36.58
329,Company_0329,Manufacturing,487,16918126.98,100896.22,45605.72,485.26,58.36,43.82,613.27,450.39,35.88
330,Company_0330,Logistics,252,18423880.12,108091.23,20858.57,50.74,32.24,31.42,706.05,444.71,34.15
331,Company_0331,Agriculture,494,13462918.29,283874.5,26393.61,702.08,18.1,66.17,252.33,320.76,34.71
332,Company_0332,Hospitality,81,16812853.82,455508.5,49395.69,59.29,64.69,15.69,849.6,615.49,31.49
333,Company_0333,Retail,389,9934629.63,207895.62,48522.18,55.1,28.93,64.33,406.26,299.29,44.04
334,Company_0334,Construction,50,17160466.64,368713.13,6375.99,499.89,65.54,10.26,415.28,405.19,26.93
335,Company_0335,Retail,410,12163224.87,502871.6,15577.6,510.8,27.58,67.15,950.6,765.43,11.21
336,Company_0336,Agriculture,437,9198307.66,456917.66,31178.02,475.77,65.86,71.59,118.45,241.48,49.98
337,Company_0337,Technology,186,16631700.94,772258.27,14953.19,524.38,69.68,4.58,168.33,369.91,35.45
338,Company_0338,Hospitality,59,5234928.36,172818.74,6476.92,852.93,28.33,82.46,194.63,281.16,41.43
339,Company_0339,Manufacturing,479,12738161.26,544270.58,6599.35,892.3,48.88,58.93,506.68,554.64,20.16
340,Company_0340,Manufacturing,288,18719103.96,674276.57,24405.13,510.79,88.3,17.72,580.66,578.97,26.57
341,Company_0341,Hospitality,341,12090811.23,708502.77,25453.45,387.74,93.26,91.59,763.56,687.95,47.02
342,Company_0342,Healthcare,236,16134977.25,127780.4,30324.96,887,53.55,84.31,550.07,488.76,37.09
343,Company_0343,Agriculture,107,4352311.39,577219.94,34487.26,921.59,21.28,71.04,975.3,864.17,5.22
344,Company_0344,Technology,368,2485024,294745.49,24278.31,572.79,66.71,41.75,749.13,592.26,26.11
345,Company_0345,Hospitality,418,452856.2,103046.96,19353.08,57.8,14.81,26.7,786.6,486.72,25.82
346,Company_0346,Logistics,434,1428249.91,631798.77,10598.04,543.47,40.49,45.26,618.03,596.78,23.16
347,Company_0347,Agriculture,385,13012965,323331.6,25790.65,797.85,69.17,69.29,51.74,223.92,49.15
348,Company_0348,Technology,499,11132067.03,30112.89,12941.39,622.46,76.38,87.01,830.83,581.17,41.7
349,Company_0349,Technology,391,11850029.74,595991.03,10225.22,726.29,26.45,44.88,983.54,846.58,8.81
350,Company_0350,Retail,198,1004557.81,237707.55,13579.86,165.12,81.91,0.56,469,346.84,36.58
351,Company_0351,Technology,310,1206937.74,747257.86,30972.63,663.58,51.7,57.27,361.3,487.45,29.89
352,Company_0352,Agriculture,494,3840608.13,73177.65,25504.45,418.85,55.65,9.19,225.09,211.91,38.24
353,Company_0353,Technology,155,4525216.66,607071.44,26759.7,996.65,80.01,98.11,13.76,296.14,51.82
354,Company_0354,Agriculture,495,989569.52,710814.92,19377.94,797.23,19.64,25.66,725.36,732.01,3.64
355,Company_0355,Technology,268,16095771.4,367534.38,2670.66,898.79,26.36,51.39,948.47,792.44,10.57
356,Company_0356,Manufacturing,325,1496342.08,542861.4,38792.32,865.63,46.06,10.39,540.07,575.55,18.76
357,Company_0357,Hospitality,336,16371736.09,76253.98,34459.16,28.63,70.93,3.79,77.88,66.53,52.33
358,Company_0358,Retail,299,16468062.51,730569.53,20677.82,453.87,44.38,31.64,392.55,483.89,22.61
359,Company_0359,Retail,392,14969830.41,55503.15,42488.44,360.91,52.74,28.98,687.45,468.35,28.87
360,Company_0360,Construction,200,8023242.51,535364.07,23962.39,535.8,21.59,39.1,798.5,682.4,17
361,Company_0361,Logistics,157,13610323.1,733051.75,39853.35,730.68,41.72,94.95,555.76,615.22,25.76
362,Company_0362,Manufacturing,298,12013766.77,438978.6,47375.48,308.17,73.61,90.35,347.13,356,56.28
363,Company_0363,Logistics,87,3843055.91,501170.24,13010.72,119.05,67.03,56.73,59.12,163.6,63.34
364,Company_0364,Construction,335,11083359.27,246709.08,3834.46,102.71,71.68,48.72,334.2,275.04,54.18
365,Company_0365,Retail,150,12466412.39,722092.5,16230.4,453.39,62.39,30.57,586.25,588.97,25.24
366,Company_0366,Technology,495,8680486.38,23768.87,12685.67,225.42,72.88,43.61,840.91,541.62,39.37
367,Company_0367,Construction,241,9018087.88,624318.23,24605.08,113.29,64.87,8.2,284.21,327.07,44
368,Company_0368,Agriculture,139,14724183.42,508762.73,36507.56,892.64,82.21,63.16,813.58,737.66,27.84
369,Company_0369,Agriculture,469,925794.92,223280.73,44752.3,541.98,65.58,14.86,395.54,356.61,35.66
370,Company_0370,Healthcare,73,9401082.61,418121.35,20140.87,504.66,66.33,84.8,807.51,652.45,31.27
371,Company_0371,Logistics,233,3352603.87,461758.66,28507.72,872.83,22.43,73.2,939.48,809.24,11.49
372,Company_0372,Agriculture,37,5434270.88,202534.56,33594.99,520.3,77.27,38.81,918.31,662.03,22.87
373,Company_0373,Technology,57,14133977.81,426670.87,41567.53,835.7,32.38,54.44,177.98,325.74,30.9
374,Company_0374,Retail,269,5181410.92,778685.8,11533.51,408.81,79.47,34.5,793.69,714.46,21
375,Company_0375,Logistics,230,3478995.28,80128.82,32352.11,215.46,25.89,36.22,718.72,481.22,24.27
376,Company_0376,Technology,373,2444106.21,546678.95,24211.55,592.84,65.02,41.09,247.45,371.51,39.41
377,Company_0377,Logistics,327,10350327.76,714822.18,7769.82,170.51,88.41,51.66,408.43,429.96,50.18
378,Company_0378,Healthcare,489,1897820.35,370378.62,49642.4,867.97,24.5,83.04,602.83,568.6,26.66
379,Company_0379,Logistics,324,13261045.25,226326.14,36347.25,345.96,48.54,59.06,233.66,240.96,43.66
380,Company_0380,Agriculture,272,17219915.5,413400.43,21279.85,153.81,18.19,47.59,616.67,495.64,30.2
381,Company_0381,Retail,52,9748370.52,121656.5,30372,828.38,86.24,77.49,650.99,534.82,38.67
382,Company_0382,Manufacturing,362,10690367.08,198999.28,40213.86,790.61,42.41,58.9,742.69,598.72,24.53
383,Company_0383,Retail,222,2850885.49,392170.16,12009.39,859.76,34.08,87.68,411.6,470.19,33.89
384,Company_0384,Manufacturing,300,10546304.47,425414.24,19063.98,209.39,78.36,40.88,111.05,195.87,56.21
385,Company_0385,Healthcare,442,10814876.84,460442.79,30788.09,991.84,43.78,20.37,554.34,585.34,10.14
386,Company_0386,Construction,134,19772463.63,470567.9,38822.63,401.14,21.74,86.38,123.49,247.31,48.16
387,Company_0387,Logistics,56,4446271.2,332437.51,17252.67,552.82,69.25,70.68,164.93,245.7,47.31
388,Company_0388,Retail,426,3077503.03,742172.19,22051.18,68.76,28.85,8,42.57,213.71,42.11
389,Company_0389,Healthcare,369,19277890.48,64821.17,38793.62,179.39,52.02,1.07,851.31,535.28,24.39
390,Company_0390,Agriculture,22,15722397.02,418227.32,35073.26,617.11,67.29,35.97,656.74,571.65,23.59
391,Company_0391,Healthcare,404,8108787.06,542336.4,20569.82,204.31,11.31,70.36,919.58,706.99,21.26
392,Company_0392,Technology,182,19273095.77,235676.12,30514.99,198.55,89.03,57.49,264.8,239.44,55.37
393,Company_0393,Retail,262,6026186.12,758672.06,40245.64,956.93,84.47,81.31,577.02,665.54,36.8
394,Company_0394,Construction,399,5016810.48,284935.4,38892.14,683.19,86.2,86.2,484.56,459.29,46.11
395,Company_0395,Agriculture,351,14083286.8,644125.89,20915.09,356.33,55.53,70.08,267.03,368.95,43.99
396,Company_0396,Technology,43,11180119.78,159218.88,16036.7,222.47,58.77,18.28,747.43,503.03,27.32
397,Company_0397,Agriculture,125,14761495.49,700739.15,10735.54,206.75,31.22,61.86,160.22,300.2,46.78
398,Company_0398,Construction,319,331148.79,688529.68,47920.66,848.77,41.55,31.54,898.63,821.01,5.78
399,Company_0399,Healthcare,256,3820862.89,616124.61,25801.11,400.89,73.76,12.82,528.11,522.57,34.26
400,Company_0400,Manufacturing,262,7076321.44,691112.1,38907.25,459.91,20.23,51.82,319.07,433.04,29.76
401,Company_0401,Hospitality,302,2194806.96,302049.81,43161.18,191.22,32.34,26.94,958.73,672.57,14.29
402,Company_0402,Hospitality,112,8498040.28,606712.7,18571.36,403.59,48.31,57.14,979.38,786.12,22.3
403,Company_0403,Healthcare,416,4868942.42,357130.63,19353.73,150.11,91.53,14.95,806.64,592.25,34.38
404,Company_0404,Technology,407,9835079.91,215759.75,42995.85,52.47,18.41,16.33,219.39,188.36,41.18
405,Company_0405,Retail,235,14942945.77,222619.92,18335.18,559.7,78.85,34.41,414.7,381.41,42.32
406,Company_0406,Agriculture,300,11602710.26,526322.14,9139.67,781.41,40.18,67.32,490.06,528.1,31.23
407,Company_0407,Hospitality,319,5873166.82,512735.51,7669.99,171.74,78.66,33.74,633.12,522.38,41.64
408,Company_0408,Retail,45,3407589.88,198009.99,16185.47,294.9,32.74,64.46,274.89,249.77,48.53
409,Company_0409,Technology,387,11821011.52,773110.31,20992.46,187.97,11.96,72.78,663.71,600.89,27.16
410,Company_0410,Retail,112,3504827.21,100347.26,3657.72,879.3,56.62,2.64,400.03,381.7,20.44
411,Company_0411,Healthcare,321,3274432.37,530769.49,44330.83,312.82,31.03,28.42,628.35,554,25.22
412,Company_0412,Manufacturing,22,13338272.88,691087.68,16597.47,478.77,92.87,54.06,276.05,401.32,52.67
413,Company_0413,Logistics,307,12032167.14,512217.07,31974.63,566.16,54.49,63.95,313.11,393.9,40.04
414,Company_0414,Retail,231,6295790.07,341518.97,8208.02,15.5,54.48,75.83,140.62,166.34,60.63
415,Company_0415,Construction,489,15158359.48,253696.2,38410.53,798.97,60.75,79.68,550.47,509.78,39.47
416,Company_0416,Hospitality,207,5147943.13,577651.63,32476.54,829.28,28.75,7.92,627.2,634.79,9.67
417,Company_0417,Healthcare,150,13039449.41,434916.53,13806.69,192.06,15.82,13.66,114.8,197.31,33.95
418,Company_0418,Construction,101,6548745.72,138676.46,48500.95,27.02,92.65,28.21,129.41,107.6,58.17
419,Company_0419,Retail,82,491551.97,189406.71,21302.03,786.8,52.36,37.14,698.45,583.81,17.29
420,Company_0420,Logistics,33,5476770.85,326088.98,27388,185.7,86.13,25.01,384.67,339.93,51.96
421,Company_0421,Agriculture,202,15470261.59,365509.53,37012.14,38.34,49.17,77.1,523.53,391.6,47.38
422,Company_0422,Healthcare,484,6596651.13,510748.12,2588.2,937.73,54.28,25.33,640.33,648.57,18.36
423,Company_0423,Agriculture,62,4872123.59,358646.09,1245.85,795.42,59.7,39.58,246.87,337.72,36.82
424,Company_0424,Construction,357,12005003.22,309690.96,4929.26,161.91,17.77,61.86,931.19,640.48,24.02
425,Company_0425,Manufacturing,187,12962582.95,567035.95,39677.58,130.2,29.78,98.17,789.62,619.93,37.51
426,Company_0426,Construction,380,4020712.92,557614.98,18229.29,139.06,86.39,48.53,440.31,418.55,50.61
427,Company_0427,Agriculture,295,3895209.23,291178.45,36753.92,278.95,80.66,91.45,556.75,447.31,49.15
428,Company_0428,Healthcare,424,5414315.52,306347.91,535.63,639.84,42.22,18.55,23.63,169.6,40.55
429,Company_0429,Agriculture,169,14475870.54,533465.75,27178.35,390.55,54.55,49.75,553.71,511.91,31.34
430,Company_0430,Technology,61,2105874.69,533935,2666.97,938.11,25.18,3.13,111.52,337.28,13.65
431,Company_0431,Hospitality,341,9900210.83,506696.98,29719.9,53.84,28.76,71.78,18.02,127.14,56.07
432,Company_0432,Retail,244,16060194.99,67346.15,28121.98,938.55,45.36,36.91,709.89,567.08,16.29
433,Company_0433,Manufacturing,380,1593684.97,257045.55,47257.87,960.78,18.26,72.52,534,524.99,21.07
434,Company_0434,Agriculture,296,12581436.06,159540.36,37585.12,418.11,18.97,63.86,361.17,310.13,38.43
435,Company_0435,Retail,90,15890739.64,448973.06,25482.29,659.24,55.38,59.99,933.85,753.39,20.43
436,Company_0436,Technology,437,7560046.35,616063.81,21814.11,727.24,61.72,56.31,217.86,378.5,42.94
437,Company_0437,Healthcare,189,19240705.16,369049.84,20155.98,727.68,93.55,59.58,520.02,493.56,39.55
438,Company_0438,Healthcare,118,4453491.69,265625.65,38690.39,943.63,79.9,91.91,513.72,504.77,42.04
439,Company_0439,Retail,24,9315322.15,141763.54,13616.91,890.18,31.24,25.62,303.8,339.84,25.51
440,Company_0440,Agriculture,380,1728591,273259.8,24385.39,490.84,86.42,70.28,820.42,632.29,39.33
441,Company_0441,Manufacturing,379,16205155.21,317605.97,39116.03,922.26,38.42,87.98,437.13,461.41,28.81
442,Company_0442,Agriculture,387,13125027.83,489795.27,1066,778.53,42.51,30.48,45.98,256.02,30.69
443,Company_0443,Agriculture,83,1200292.32,590631.29,19947.69,448.39,60.59,50.47,225.98,344.71,41.34
444,Company_0444,Logistics,177,1834393.23,465723.66,2940.9,402.2,17.23,50.18,774.96,639.13,13.71
445,Company_0445,Agriculture,254,8027312.31,465637.93,28277.8,997.09,54.56,24.23,269.93,419.33,26.9
446,Company_0446,Retail,62,13500601.56,350361.67,17741.24,324.13,60.48,2.42,308.29,301.43,37.64
447,Company_0447,Construction,324,3087205.81,55004.49,40999.51,203.69,41.77,75.77,853.5,554.16,30.89
448,Company_0448,Logistics,449,16682406.17,244394.37,17491.93,805.26,35.94,47.12,335.22,368.22,27.05
449,Company_0449,Healthcare,285,9763921.34,589340.4,7496.7,700.26,11.56,58.3,665.21,650.63,9.97
450,Company_0450,Healthcare,107,15825932.19,502012.53,3127.72,656.48,10.71,38.86,274.95,371.9,25.25
451,Company_0451,Retail,14,5991412.44,709053.81,19632.9,979.89,53.23,70.97,904.35,857.16,13.37
452,Company_0452,Retail,100,4137728.96,774097.27,28254.03,713.91,13.38,92.23,308.4,475.85,31.52
453,Company_0453,Manufacturing,182,13749364.83,297194.94,15465.15,996.01,93.18,27.59,66.7,258.57,42.31
454,Company_0454,Manufacturing,488,11187799.16,238551.2,8009.55,897.69,65.84,8.78,385.3,406.26,27.81
455,Company_0455,Agriculture,218,4959144,139144.34,48541.59,910.19,37.99,54.22,210.72,294.98,34.63
456,Company_0456,Agriculture,446,2934570.9,557055.03,44982.84,910.01,46.56,90.9,771.2,725.36,22.83
457,Company_0457,Logistics,167,1542718.02,435710.01,36112.31,188.21,81.36,14.55,34.34,151.39,58.06
458,Company_0458,Hospitality,160,8971488.84,748339.45,44759.44,933.58,33.27,77.91,111.24,390.17,35.35
459,Company_0459,Healthcare,315,11427453.24,200110.85,11993.04,688.94,40.54,68.81,479.22,430.85,34.79
460,Company_0460,Technology,99,17072162.76,403327.57,7306.88,197.29,12.74,76.45,19.94,136.99,48.29
461,Company_0461,Agriculture,392,4250329.69,158121,47757.6,442.09,62.45,68.79,867.44,608.56,32.69
462,Company_0462,Manufacturing,316,14759569.24,316691.85,15988.43,613.45,73.11,59.38,527.6,470.23,41.84
463,Company_0463,Retail,236,9246628.39,704658.23,43950.11,249.49,55.72,98.38,44.06,232.28,61.52
464,Company_0464,Manufacturing,102,5965351.37,330471.12,15575.43,828.48,49.21,42.25,615.07,574.84,21.82
465,Company_0465,Logistics,242,16631891.39,372324.51,36271.02,117.61,76.19,93.78,697.63,526.59,49.14
466,Company_0466,Construction,17,3741795.86,480446.07,35775.4,205.92,48.65,25.01,693.26,548.81,30.11
467,Company_0467,Retail,51,2460465.79,370530.77,18465.7,526.2,42.65,79.11,514.11,461.03,35.64
468,Company_0468,Hospitality,27,15411554.41,731557.17,28491.83,661.23,22.76,86.88,182.97,377.61,35.12
469,Company_0469,Healthcare,378,15418882.36,368081.42,31509.42,121.97,21.18,20.29,624.45,479.92,23.42
470,Company_0470,Construction,283,16187600.36,494227.47,24926.61,220.79,66.06,45.37,444.67,411.45,37.32
471,Company_0471,Healthcare,322,12646981.43,659694.69,10778.06,188.92,14.68,34.9,149.65,282.4,34.95
472,Company_0472,Healthcare,174,18423617.03,58244.46,21139.37,182.36,67.13,61.11,693.06,445.85,47.31
473,Company_0473,Logistics,499,9215688.99,471593.71,46608.25,97.66,35.44,36.86,382.04,360.42,36.26
474,Company_0474,Retail,154,9522173.52,115178.12,43040.69,332.56,45.17,20.98,213.01,205.32,41.78
475,Company_0475,Retail,252,14536667.93,491726.86,39515.15,708.27,46.3,84.78,263.36,375.69,42.13
476,Company_0476,Logistics,319,11340159.89,425370.52,31776.95,495.04,25.29,60.94,710.04,587.04,17.99
477,Company_0477,Manufacturing,243,12584122.7,111982.06,42479.45,800.57,94.91,41.4,337.12,339.14,46.42
478,Company_0478,Manufacturing,332,4183505.35,239668.83,39614.68,311.23,53.07,32.39,11.1,99.54,49.29
479,Company_0479,Manufacturing,431,3677455.95,277801.57,17227.87,674.11,87.87,79.73,647.42,549.39,43.29
480,Company_0480,Technology,241,15722982.86,342883.39,37257.94,835.93,35.44,72.5,318.93,391.75,30.41
481,Company_0481,Technology,414,18340491.73,640710.58,3777.55,153.56,81.46,33.92,378.36,399.54,41.91
482,Company_0482,Hospitality,100,11984798.97,694383.08,37701.24,706.74,36.73,3.16,416.8,519.75,12.37
483,Company_0483,Construction,429,19024389.65,188589.11,15464.76,116.67,76.72,77.78,913.79,604.05,38.32
484,Company_0484,Construction,468,10101075.31,168365.11,46220.02,733.78,54.51,77.55,147.58,223.27,52.02
485,Company_0485,Logistics,110,14546498.52,378307.36,35827.03,524.73,10.35,93.23,688.62,574.57,21.82
486,Company_0486,Construction,460,1113567.45,426050.62,33119.72,315.92,59.09,31.21,892.67,683.09,19.84
487,Company_0487,Healthcare,277,6519165.85,364070.19,6323.72,153.57,33.26,1.53,624.83,478.67,19.83
488,Company_0488,Technology,286,6506001.25,130414.33,35365.51,286.85,30.81,7.12,615.2,437.98,23.08
489,Company_0489,Logistics,19,9520564.46,546886.83,5743.38,58.53,46.25,17.9,598.14,492.53,33.15
490,Company_0490,Construction,320,7241361.4,279219.03,10308.28,759.61,78.79,7.85,923.17,722.36,16.33
491,Company_0491,Retail,421,16086539.86,564907.54,5314.52,313.84,64.78,76.65,473.19,453.27,41.38
492,Company_0492,Healthcare,472,7396297.04,163015.4,45904.59,333.68,83.17,32.48,490.07,383.54,40.07
493,Company_0493,Construction,241,16946172,240160.75,17756.46,576.8,53.18,40.57,715.7,573.84,26.07
494,Company_0494,Retail,410,6181938.91,379560.39,29731.53,242.38,30.71,15.9,484.96,420.9,23.87
495,Company_0495,Hospitality,406,19608063.48,462424.73,17438.94,695.66,24.71,66.96,740.67,650.12,21.74
496,Company_0496,Retail,308,12002294.77,273794.91,5333.87,447.99,36.18,40.58,600.27,482.1,28.42
497,Company_0497,Hospitality,172,9987043.92,534928.51,4981.38,817.95,85.42,90.33,637.95,639.19,33.7
498,Company_0498,Logistics,236,10718865.26,324186.47,29107.61,199.69,67.93,31.66,572.43,436.19,37.05
499,Company_0499,Hospitality,372,19655090.01,288526.41,4919.73,13.08,93.85,40.42,131.92,147.36,62.71
500,Company_0500,Manufacturing,5,14126411.66,660187.56,18282.61,861.94,83.58,23.52,703.71,708.68,17.57
501,Company_0501,Hospitality,212,7754987.89,445192.65,33293.13,477.5,26,38.46,924.86,721.04,8.71
502,Company_0502,Logistics,73,429734.5,525743.61,7627.8,885.46,65.92,97.5,140.1,345.57,50.69
503,Company_0503,Construction,462,15820782.81,491455.02,21572.36,183.9,53.3,55.21,452.8,415.02,38.18
504,Company_0504,Manufacturing,300,10063507.88,590112.44,35750.43,272.9,88.76,57.64,38.29,210.68,59.61
505,Company_0505,Technology,62,11689321.87,770155.44,4463.12,731.53,54.74,85.94,751.83,747.78,24.51
